"Species","Body_Mass.g"
"Rhizomys sinensis",865
"Rhizomys sumatrensis",1625
"Rhizoplagiodontia lemkei",1350.1
"Rhogeessa aeneus",4.22
"Rhogeessa alleni",5.47
"Rhogeessa genowaysi",4.64
"Rhogeessa gracilis",4.88
"Rhogeessa hussoni",4.22
"Rhogeessa io",4.22
"Rhogeessa minutilla",3.75
"Rhogeessa mira",4.91
"Rhogeessa parvula",4.36
"Rhogeessa tumida",4.815
"Rhombomys opimus",144
"Rhynchocyon chrysopygus",540
"Rhynchocyon cirnei",490
"Rhynchocyon petersi",397
"Rhynchogale melleri",2610
"Rhyncholestes raphanurus",22.25
"Rhynchomeles prattorum",862.26
"Rhynchomys isarogensis",122.5
"Rhynchomys soricoides",187
"Rhynchonycteris naso",4.065
"Romerolagus diazi",476.65
"Rousettus aegyptiacus",135.953
"Rousettus amplexicaudatus",84.783
"Rousettus bidens",62.39
"Rousettus celebensis",56.3
"Rousettus lanosus",103
"Rousettus leschenaultii",84.88
"Rousettus linduensis",77.74
"Rousettus madagascariensis",62.1
"Rousettus obliviosus",44.1
"Rousettus spinalatus",90.75
"Rubrisciurus rubriventer",129.52
"Rucervus duvaucelii",171223.86
"Rucervus eldii",95471.61
"Rucervus schomburgki",107626.42
"Rupicapra pyrenaica",30000
"Rupicapra rupicapra",26633.5
"Rusa alfredi",46475.04
"Rusa marianna",49457.61
"Rusa timorensis",66375.5
"Rusa unicolor",177522.9
"Ruwenzorisorex suncoides",18.2
"S. sciureus",900
"Saccolaimus flaviventris",42.13
"Saccolaimus mixtus",23.03
"Saccolaimus peli",100
"Saccolaimus saccolaimus",42.4
"Saccopteryx antioquensis",4.72
"Saccopteryx bilineata",7.793
"Saccopteryx canescens",3.39
"Saccopteryx gymnura",4
"Saccopteryx leptura",4.607
"Saccostomus campestris",56.777
"Saccostomus mearnsi",45.5
"Saguinus bicolor",473
"Saguinus fuscicollis",383.462
"Saguinus geoffroyi",457.98
"Saguinus graellsi",462.13
"Saguinus imperator",446
"Saguinus inustus",410.5
"Saguinus labiatus",520
"Saguinus leucopus",502.292
"Saguinus martinsi",462.13
"Saguinus melanoleucus",462.13
"Saguinus midas",340
"Saguinus midas group",400.833
"Saguinus mystax",578.175
"Saguinus mystax group",568.3
"Saguinus mystax pileatus",524.5
"Saguinus niger",396.783
"Saguinus nigricollis",472.5
"Saguinus nigricollis group",401.143
"Saguinus oedipus",398.312
"Saguinus oedipus group",446.3
"Saguinus pileatus",503.877
"Saguinus tripartitus",393.5
"Saiga borealis",29000
"Saiga tatarica",33367.005
"Saimiri boliviensis",796.502
"Saimiri boliviensis group",940
"Saimiri oerstedii",628.2
"Saimiri sciureus",764.661
"Saimiri sciureus group",830.538
"Saimiri ustus",1000
"Saimiri vanzolinii",769.61
"Salanoia concolor",715
"Salinoctomys loschalchalerosorum",136.62
"Salinomys delicatus",12.3
"Salpingotulus michaelis",29.05
"Salpingotus crassicauda",13.1
"Salpingotus heptneri",8.9
"Salpingotus kozlovi",10.73
"Salpingotus pallidus",9.8
"Salpingotus thomasi",10.45
"Sapajus apella",1875.5
"Sarcophilus harrisii",8143.896
"Sauromys petrophilus",12.615
"Scalopus aquaticus",100
"Scapanulus oweni",36.64
"Scapanus latimanus",58
"Scapanus orarius",61.2
"Scapanus townsendii",113.933
"Scapteromys aquaticus",146
"Scapteromys tumidus",146
"Scaptochirus moschatus",90.51
"Scaptonyx fusicaudus",19.41
"Sciurillus pusillus",39
"Sciurocheirus alleni cameronensis",269
"Sciurocheirus gabonensis",260
"Sciurotamias davidianus",433.51
"Sciurotamias forresti",433.51
"Sciurus aberti",624.83
"Sciurus aestuans",185
"Sciurus alleni",434.5
"Sciurus anomalus",256
"Sciurus arizonensis",646.99
"Sciurus aureogaster",595
"Sciurus carolinensis",650
"Sciurus colliaei",498
"Sciurus deppei",190
"Sciurus flammifer",4292.99
"Sciurus gilvigularis",803.01
"Sciurus granatensis",325
"Sciurus griseus",717.425
"Sciurus hudsonius",600
"Sciurus ignitus",190
"Sciurus igniventris",700
"Sciurus lis",264.3
"Sciurus nayaritensis",697
"Sciurus niger",681.373
"Sciurus oculatus",649.99
"Sciurus pucheranii",803.01
"Sciurus pyrrhinus",482
"Sciurus richmondi",205
"Sciurus sanborni",136
"Sciurus spadiceus",403.33
"Sciurus stramineus",433.3
"Sciurus variegatoides",307.5
"Sciurus vulgaris",330.2
"Sciurus yucatanensis",225
"Scleronycteris ega",49
"Scolomys melanops",26.5
"Scolomys ucayalensis",26.5
"Scoteanax rueppellii",26.41
"Scotinomys teguina",11.625
"Scotinomys xerampelinus",15.1
"Scotoecus albigula",10.08
"Scotoecus albofuscus",4.5
"Scotoecus hindei",10.41
"Scotoecus hirundo",9.34
"Scotoecus pallidus",7.43
"Scotomanes ornatus",21.8
"Scotonycteris ophiodon",67.5
"Scotonycteris zenkeri",21.09
"Scotophilus borbonicus",18
"Scotophilus celebensis",26.77
"Scotophilus collinus",28.26
"Scotophilus dinganii",24.715
"Scotophilus heathii",33.815
"Scotophilus kuhlii",20.165
"Scotophilus leucogaster",20.23
"Scotophilus nigrita",101
"Scotophilus nucella",28.26
"Scotophilus nux",30
"Scotophilus robustus",26.03
"Scotophilus viridis",19.6
"Scotorepens balstoni",11.92
"Scotorepens greyii",10
"Scotorepens orion",11.83
"Scotorepens sanborni",8.615
"Scotozous dormeri",6.795
"scutisorexãsomereni",91.5
"Sekeetamys calurus",58.892
"Selevinia betpakdalaensis",28
"Semnopithecus ajax",14470.583
"Semnopithecus dussumieri",10552.656
"Semnopithecus entellus",12533
"Semnopithecus hector",10752
"Semnopithecus hypoleucos",10078.325
"Semnopithecus priam",8613.143
"Semnopithecus schistaceus",14888
"Setifer setosus",247.083
"Setonix brachyurus",3500
"Sicista armenica",6.53
"Sicista betulina",9.75
"Sicista caucasica",10
"Sicista caudata",11.2
"Sicista concolor",13.1
"Sicista kazbegica",6.43
"Sicista kluchorica",7.2
"Sicista napaea",10
"Sicista pseudonapaea",12.2
"Sicista severtzovi",11.77
"Sicista strandi",10.3
"Sicista subtilis",11.75
"Sicista tianshanica",10.3
"Sigmodon alleni",149.55
"Sigmodon alstoni",55.7
"Sigmodon arizonae",198
"Sigmodon fulviventer",175.925
"Sigmodon hirsutus",120.085
"Sigmodon hispidus",129.038
"Sigmodon inopinatus",140.5
"Sigmodon leucotis",132.05
"Sigmodon mascotensis",118.1
"Sigmodon ochrognathus",118.55
"Sigmodon peruanus",127.32
"Sigmodon planifrons",142.985
"Sigmodon toltecus",109.085
"Sigmodon zanjonensis",130.37
"Sigmodontomys alfari",50
"Sigmodontomys aphrastus",71
"Simias concolor",7242.225
"Sminthopsis aitkeni",22.5
"Sminthopsis archeri",16
"Sminthopsis bindi",15.25
"Sminthopsis boullangerensis",19.89
"Sminthopsis butleri",25
"Sminthopsis crassicaudata",20
"Sminthopsis dolichura",13.6
"Sminthopsis douglasi",55
"Sminthopsis fuliginosus",19.89
"Sminthopsis gilberti",19.5
"Sminthopsis granulipes",25
"Sminthopsis griseoventer",17.5
"Sminthopsis hirtipes",17
"Sminthopsis leucopus",24.25
"Sminthopsis longicaudata",18
"Sminthopsis macroura",20.654
"Sminthopsis murina",17.667
"Sminthopsis ooldea",10.8
"Sminthopsis psammophila",38.55
"Sminthopsis virginiae",40.625
"Sminthopsis youngsoni",10.1
"Solenodon arredondoi",764.85
"Solenodon cubanus",650
"Solenodon marcanoi",764.85
"Solenodon paradoxus",900
"Solisorex pearsoni",10.3
"Solomys ponceleti",1000
"Solomys salamonis",408.8
"Solomys salebrosus",397
"Solomys sapientis",402.48
"Solomys spriggsarum",630.08
"Sommeromys macrorhinos",71.33
"Sorex alaskanus",14
"Sorex alpinus",7.85
"Sorex antinorii",6.05
"Sorex araneus",10.28
"Sorex arcticus",8.175
"Sorex arizonae",2.4
"Sorex arunchi",6.05
"Sorex asper",7.95
"Sorex averini",6.05
"Sorex bairdi",8.33
"Sorex bedfordiae",6.6
"Sorex bendirii",16.1
"Sorex buchariensis",4.61
"Sorex caecutiens",5.38
"Sorex camtschatica",6.05
"Sorex cansulus",6.05
"Sorex cinereus",5.9
"Sorex coronatus",9.35
"Sorex cylindricauda",6.05
"Sorex daphaenodon",6.79
"Sorex dispar",5
"Sorex emarginatus",7
"Sorex excelsus",6.79
"Sorex fumeus",8.133
"Sorex gaspensis",2.89
"Sorex gracillimus",5.06
"Sorex granarius",6.28
"Sorex haydeni",3.5
"Sorex hosonoi",3.25
"Sorex hoyi",2.815
"Sorex isodon",9.35
"Sorex jacksoni",3.5
"Sorex kozlovi",6.05
"Sorex leucogaster",4.83
"Sorex longirostris",3.58
"Sorex lyelli",5
"Sorex macrodon",7
"Sorex maritimensis",6.05
"Sorex merriami",5.9
"Sorex milleri",7
"Sorex minutissimus",2.51
"Sorex minutus",5.124
"Sorex mirabilis",15
"Sorex monticolus",5.775
"Sorex nanus",2.4
"Sorex neomexicanus",6.05
"Sorex oreopolus",7
"Sorex orizabae",6.05
"Sorex ornatus",5.18
"Sorex pacificus",6.71
"Sorex palustris",14.6
"Sorex planiceps",6.05
"Sorex portenkoi",4.83
"Sorex preblei",3.1
"Sorex pribilofensis",6.05
"Sorex raddei",10
"Sorex roboratus",9.12
"Sorex samniticus",8.25
"Sorex satunini",7.47
"Sorex saussurei",4.65
"Sorex sclateri",7
"Sorex shinto",6
"Sorex sinalis",9.43
"Sorex sonomae",8.3
"Sorex stizodon",7
"Sorex tenellus",3.75
"Sorex thibetanus",6.05
"Sorex trowbridgii",4.55
"Sorex tundrensis",7.73
"Sorex ugyunak",3.6
"Sorex unguiculatus",9.9
"Sorex vagrans",5.467
"Sorex ventralis",7
"Sorex veraecrucis",6.05
"Sorex veraepacis",7.5
"Sorex volnuchini",4.61
"Sorex yukonicus",6.05
"Soriculus nigrescens",14
"Sotalia fluviatilis",51120
"Sousa chinensis",280000
"Sousa teuszii",1e+05
"southern group",10134.316
"Spalacopus cyanus",108.294
"Spalax arenarius",520
"Spalax carmeli",210.175
"Spalax ehrenbergi",180.675
"Spalax galili",209.108
"Spalax giganteus",301.96
"Spalax golani",214.425
"Spalax graecus",316.04
"Spalax judaei",211.175
"Spalax leucodon",166.707
"Spalax microphthalmus",470
"Spalax nehringi",295.05
"Spalax uralensis",295.05
"Spalax zemni",316.28
"Spelaeomys florensis",71.33
"Speothos venaticus",5994.99
"Spermophilopsis leptodactylus",547.5
"Spermophilus adocetus",140.26
"Spermophilus alashanicus",233.88
"Spermophilus annulatus",500
"Spermophilus armatus",330.233
"Spermophilus atricapillus",489.25
"Spermophilus beecheyi",515.233
"Spermophilus beldingi",271.317
"Spermophilus brevicauda",284.72
"Spermophilus brunneus",208.4
"Spermophilus canus",213.425
"Spermophilus citellus",273.833
"Spermophilus columbianus",479.4
"Spermophilus dauricus",244.033
"Spermophilus elegans",380.35
"Spermophilus erythrogenys",302.905
"Spermophilus franklinii",471.017
"Spermophilus fulvus",658
"Spermophilus lateralis",192.95
"Spermophilus madrensis",213.25
"Spermophilus major",402.035
"Spermophilus mexicanus",221.047
"Spermophilus mohavensis",197.75
"Spermophilus mollis",141.25
"Spermophilus musicus",210.36
"Spermophilus pallidicauda",284.72
"Spermophilus parryii",688.441
"Spermophilus perotensis",140
"Spermophilus pygmaeus",185.6
"Spermophilus ralli",284.72
"Spermophilus relictus",470.25
"Spermophilus richardsonii",331.017
"Spermophilus saturatus",238.3
"Spermophilus spilosoma",130.922
"Spermophilus suslicus",235.1
"Spermophilus tereticaudus",146.087
"Spermophilus townsendii",192.45
"Spermophilus tridecemlineatus",650
"Spermophilus undulatus",702.433
"Spermophilus variegatus",697.395
"Spermophilus washingtoni",197
"Spermophilus xanthoprymnus",278.785
"Sphaerias blanfordi",28.84
"Sphaeronycteris toxophyllum",16.865
"Sphiggurus ichillus",1242.24
"Sphiggurus insidiosus",1000
"Sphiggurus melanurus",1900
"Sphiggurus mexicanus",2000
"Sphiggurus pruinosus",1242.24
"Sphiggurus roosmalenorum",1242.24
"Sphiggurus spinosus",750.79
"Sphiggurus vestitus",736
"Sphiggurus villosus",1281.005
"Spilocuscus kraemeri",3541.195
"Spilocuscus maculatus",4348.633
"Spilocuscus papuensis",5535.39
"Spilocuscus rufoniger",6000
"Spilogale angustifrons",334.37
"Spilogale aquaticus",283.08
"Spilogale gracilis",443.25
"Spilogale putorius",430.333
"Spilogale pygmaea",235
"Squirrel monkey",858.75
"Srilankamys ohiensis",79.25
"Steatomys bocagei",27.5
"Steatomys caurinus",44.75
"Steatomys cuppedius",28.39
"Steatomys jacksoni",28.4
"Steatomys krebsii",20.67
"Steatomys opimus",40
"Steatomys parvus",8.85
"Steatomys pratensis",40.26
"Stenella attenuata",61507.265
"Stenella clymene",68000
"Stenella coeruleoalba",99700
"Stenella frontalis",110000
"Stenella longirostris",42050
"Steno bredanensis",126915.45
"Stenocephalemys albipes",52.81
"Stenocephalemys albocaudata",144
"Stenocephalemys griseicauda",85.75
"Stenocephalemys ruppi",48.99
"Stenoderma rufum",20.65
"Stochomys longicaudatus",80.125
"Strigocuscus celebensis",500
"Strigocuscus pelengensis",745.5
"STS 19",45000
"Sturnira aratathomasi",48.63
"Sturnira bidens",17.55
"Sturnira bogotensis",20.8
"Sturnira erythromos",15.5
"Sturnira lilium",19.318
"Sturnira ludovici",23.46
"Sturnira luisi",21
"Sturnira magna",21.66
"Sturnira mistratensis",22.27
"Sturnira mordax",25.08
"Sturnira nana",18.47
"Sturnira oporaphilum",21.99
"Sturnira thomasi",21.66
"Sturnira tildae",22.847
"Styloctenium wallacei",173
"Stylodipus andrewsi",61.97
"Stylodipus sungorus",61.96
"Stylodipus telum",55
"Subgenus Callithrix",328.8
"Subgenus Cebuella",99.5
"Subgenus Torquatus",1134.176
"Suncus aequatorius",7.15
"Suncus ater",11.1
"Suncus dayi",9.43
"Suncus etruscus",2.232
"Suncus fellowesgordoni",7.64
"Suncus hosei",7.64
"Suncus infinitesimus",3
"Suncus lixus",4.9
"Suncus madagascariensis",3.5
"Suncus malayanus",5
"Suncus megalura",5.38
"Suncus mertensi",7.95
"Suncus montanus",18
"Suncus murinus",34.8
"Suncus remyi",1.75
"Suncus stoliczkanus",9.43
"Suncus varilla",5
"Suncus zeylanicus",29.8
"Sundamys infraluteus",418.5
"Sundamys maxi",361
"Sundamys muelleri",293.635
"Sundasciurus brookei",115.5
"Sundasciurus davensis",165.02
"Sundasciurus fraterculus",155.51
"Sundasciurus hippurus",406.25
"Sundasciurus hoogstraali",159.18
"Sundasciurus jentinki",76
"Sundasciurus juvencus",159.09
"Sundasciurus lowii",87.5
"Sundasciurus mindanensis",164.46
"Sundasciurus moellendorffi",252
"Sundasciurus philippinensis",244
"Sundasciurus rabori",163
"Sundasciurus samarensis",225
"Sundasciurus steerii",252
"Sundasciurus tenuis",73.75
"Surdisorex norae",9
"Surdisorex polulus",13.8
"Suricata suricatta",766.833
"Sus ahoenobarbus",73569.74
"Sus barbatus",96666.67
"Sus bucculentus",81648.19
"Sus cebifrons",190792.3
"Sus celebensis",55000
"Sus oliveri",73569.74
"Sus philippensis",190792.3
"Sus salvanius",7718
"Sus scrofa",90000
"Sus scrofa domesticus",116800
"Sus verrucosus",81250
"Swanscombe",65600
"Syconycteris australis",16.64
"Syconycteris carolinae",39
"Syconycteris hobbit",18.29
"Sylvicapra grimmia",16062.395
"Sylvilagus aquaticus",2135.8
"Sylvilagus audubonii",784.843
"Sylvilagus bachmani",677.825
"Sylvilagus brasiliensis",694.495
"Sylvilagus cognatus",1218.45
"Sylvilagus cunicularius",2999.99
"Sylvilagus dicei",1343.35
"Sylvilagus floridanus",1063.263
"Sylvilagus graysoni",964.01
"Sylvilagus insonus",2999.99
"Sylvilagus mansuetus",811.92
"Sylvilagus nuttallii",755.09
"Sylvilagus obscurus",1218.45
"Sylvilagus palustris",1500
"Sylvilagus robustus",1218.45
"Sylvilagus transitionalis",656.7
"Sylvilagus varynaensis",1218.45
"Sylvisorex camerunensis",5.83
"Sylvisorex granti",3.8
"Sylvisorex howelli",4.32
"Sylvisorex isabellae",9.99
"Sylvisorex johnstoni",3.17
"Sylvisorex konganensis",5.15
"Sylvisorex lunaris",18.5
"Sylvisorex morio",9.99
"Sylvisorex ollula",13.2
"Sylvisorex oriundus",9.99
"Sylvisorex pluvialis",5.83
"Sylvisorex vulcanorum",3.5
"Symphalangus syndactylus",11295
"Synaptomys borealis",21.3
"Synaptomys cooperi",27.86
"Syncerus caffer",622721.34
"Syntheosciurus brochus",132.84
"Tachyglossus aculeatus",4200
"Tachyoryctes ankoliae",309.95
"Tachyoryctes annectens",309.95
"Tachyoryctes audax",235
"Tachyoryctes daemon",309.95
"Tachyoryctes ibeanus",309.95
"Tachyoryctes macrocephalus",596.99
"Tachyoryctes naivashae",309.95
"Tachyoryctes rex",309.95
"Tachyoryctes ruandae",309.95
"Tachyoryctes ruddi",309.95
"Tachyoryctes spalacinus",309.95
"Tachyoryctes splendens",212.417
"Tachyoryctes storeyi",309.95
"Tadarida aegyptiaca",17.24
"Tadarida australis",31.8
"Tadarida brasiliensis",11.657
"Tadarida cynocephala",1300
"Tadarida fulminans",35.28
"Tadarida insignis",23.55
"Tadarida kuboriensis",26.8
"Tadarida latouchei",23.55
"Tadarida lobata",23.62
"Tadarida teniotis",29.52
"Tadarida ventralis",23.62
"Taeromys arcuatus",227
"Taeromys callitrichus",271
"Taeromys celebensis",323
"Taeromys hamatus",196
"Taeromys microbullatus",225.86
"Taeromys punicans",138
"Taeromys taerae",247
"Talpa altaica",85
"Talpa caeca",92.5
"Talpa caucasica",90
"Talpa davidiana",80.28
"Talpa europaea",76
"Talpa levantis",90
"Talpa occidentalis",53.5
"Talpa romana",92.5
"Talpa stankovici",71.12
"Tamandua mexicana",4032.49
"Tamandua tetradactyla",4458.687
"Tamias alpinus",37.825
"Tamias amoenus",50.7
"Tamias bulleri",100
"Tamias canipes",70.4
"Tamias cinereicollis",61.7
"Tamias dorsalis",66.65
"Tamias durangae",85
"Tamias merriami",74.9
"Tamias minimus",74.942
"Tamias obscurus",73
"Tamias ochrogenys",91.7
"Tamias palmeri",66.533
"Tamias panamintinus",51.75
"Tamias quadrimaculatus",83.775
"Tamias quadrivittatus",62.25
"Tamias ruficaudus",68
"Tamias rufus",53.6
"Tamias senex",89.35
"Tamias sibiricus",85
"Tamias siskiyou",75
"Tamias sonomae",75
"Tamias speciosus",64.2
"Tamias striatus",100
"Tamias townsendii",82.09
"Tamias umbrinus",63
"Tamiasciurus douglasii",225
"Tamiasciurus hudsonicus",206.234
"Tamiasciurus mearnsi",231.58
"Tamiops maritimus",70.33
"Tamiops mcclellandii",42.42
"Tamiops rodolphii",64.95
"Tamiops swinhoei",85
"Tapecomys primus",62.33
"Taphozous achates",26.96
"Taphozous australis",22.9
"Taphozous georgianus",27.66
"Taphozous hamiltoni",22
"Taphozous hildegardeae",28.525
"Taphozous hilli",22
"Taphozous kapalgensis",26
"Taphozous longimanus",25.06
"Taphozous mauritianus",27.507
"Taphozous melanopogon",24.32
"Taphozous nudiventris",30.07
"Taphozous perforatus",27.33
"Taphozous theobaldi",39.8
"Taphozous troughtoni",26.96
"Tapirus",250000
"Tapirus bairdii",202680.24
"Tapirus indicus",269486.397
"Tapirus pinchaque",148949.83
"Tapirus terrestris",178999.183
"Tarsipes rostratus",8.567
"Tarsius",120
"Tarsius bancanus",107.825
"Tarsius dentatus",111.98
"Tarsius pelengensis",165
"Tarsius pumilus",27.5
"Tarsius sangirensis",165
"Tarsius sp.",125
"Tarsius spectrum",173
"Tarsius syrichta",87.5
"Tarsius tarsier",126.108
"Tarsomys apoensis",75
"Tarsomys echinatus",96.2
"Tasmacetus shepherdi",2500000
"Tateomys macrocercus",42.7
"Tateomys rhinogradoides",82.8
"Tatera indica",130.937
"Taterillus arenarius",47
"Taterillus congicus",45.12
"Taterillus emini",52
"Taterillus gracilis",48
"Taterillus harringtoni",51.4
"Taterillus lacustris",47.24
"Taterillus petteri",50.8
"Taterillus pygargus",60.2
"Taterillus tranieri",51.4
"Taurotragus derbianus",790000
"Taurotragus oryx",436220.099
"Taxidea taxus",7844.183
"Tayassu pecari",32233.51
"Tenrec ecaudatus",833.429
"Tetracerus quadricornis",19000
"Thallomys loringi",66.45
"Thallomys nigricauda",124.7
"Thallomys paedulcus",94.3
"Thallomys shortridgei",67.17
"Thalpomys cerradensis",24
"Thalpomys lasiotis",24
"Thamnomys kempi",75
"Thamnomys major",68.12
"Thamnomys venustus",61.88
"Thaptomys nigrita",19.9
"Theropithecus gelada",14171
"Thomasomys apeco",76.23
"Thomasomys aureus",88
"Thomasomys baeops",77
"Thomasomys bombycinus",114.5
"Thomasomys caudivarius",76.23
"Thomasomys cinereiventer",77
"Thomasomys cinereus",77
"Thomasomys cinnameus",76.23
"Thomasomys daphne",77
"Thomasomys eleusis",77
"Thomasomys erro",76.23
"Thomasomys gracilis",77
"Thomasomys hudsoni",76.23
"Thomasomys hylophilus",77
"Thomasomys incanus",77
"Thomasomys ischyrus",77
"Thomasomys kalinowskii",77
"Thomasomys ladewi",77
"Thomasomys laniger",35.5
"Thomasomys macrotis",76.23
"Thomasomys monochromos",77
"Thomasomys niveipes",77
"Thomasomys notatus",77
"Thomasomys onkiro",76.23
"Thomasomys oreas",77
"Thomasomys paramorum",77
"Thomasomys popayanus",76.23
"Thomasomys praetor",76.23
"Thomasomys pyrrhonotus",77
"Thomasomys rhoadsi",77
"Thomasomys rosalinda",77
"Thomasomys silvestris",77
"Thomasomys taczanowskii",77
"Thomasomys ucucha",76.23
"Thomasomys vestitus",76.5
"Thomasomys vulcani",76.23
"Thomomys bottae",143.344
"Thomomys bulbivorus",351.95
"Thomomys clusius",58
"Thomomys idahoensis",67
"Thomomys mazama",75
"Thomomys monticola",80
"Thomomys talpoides",111.843
"Thomomys townsendii",256.175
"Thomomys umbrinus",130.65
"Thoopterus nigrescens",60.4
"Thrichomys apereoides",331
"Thrichomys inermis",339
"Thrichomys pachyurus",339
"Thryonomys gregorianus",2707.14
"Thryonomys swinderianus",2402.51
"Thylacinus cynocephalus",29500
"Thylamys cinderella",24.41
"Thylamys elegans",29.456
"Thylamys karimii",24.41
"Thylamys macrurus",34.43
"Thylamys pallidior",17.8
"Thylamys pusillus",28.21
"Thylamys sponsorius",24.41
"Thylamys tatei",24.41
"Thylamys velutinus",20.7
"Thylamys venustus",24.41
"Thylogale billardierii",5450
"Thylogale browni",5478
"Thylogale brunii",3620
"Thylogale calabyi",4326.13
"Thylogale lanatus",4758.79
"Thylogale stigmatica",4600
"Thylogale thetis",5400
"Thyroptera discifera",3.1
"Thyroptera lavali",3.67
"Thyroptera tricolor",4.43
"Tlacuatzin canescens",47.73
"Tokudaia muenninki",177.4
"Tokudaia osimensis",129.6
"Tolypeutes matacus",1186.667
"Tolypeutes tricinctus",1487
"Tomopeas ravus",2.54
"Tonatia bidens",28.003
"Tonatia saurophila",30
"Trachops cirrhosus",37.06
"Trachypithecus auratus",7908.333
"Trachypithecus barbei",8516.46
"Trachypithecus cristatus",6715.919
"Trachypithecus cristatus group",6438.4
"Trachypithecus delacouri",8358.23
"Trachypithecus ebenus",8516.46
"Trachypithecus francoisi",8002.75
"Trachypithecus geei",9375
"Trachypithecus germaini",7793.98
"Trachypithecus hatinhensis",8608.23
"Trachypithecus johnii",11580.25
"Trachypithecus laotum",8516.46
"Trachypithecus obscurus",7900
"Trachypithecus obscurus group",7118.595
"Trachypithecus phayrei",7642.727
"Trachypithecus pileatus",11224.375
"Trachypithecus pileatus group",11793.5
"Trachypithecus poliocephalus",8445.487
"Trachypithecus shortridgei",8516.46
"Trachypithecus vetulus",7035
"Trachypithecus vetulus group",6940
"Tragelaphus angasii",111800.21
"Tragelaphus buxtoni",247500.38
"Tragelaphus eurycerus",291001.555
"Tragelaphus imberbis",113287.775
"Tragelaphus scriptus",43737.695
"Tragelaphus spekii",59999.585
"Tragelaphus strepsiceros",229389.362
"Tragulus javanicus",2141.667
"Tragulus kanchil",3706.24
"Tragulus napu",3730
"Tragulus nigricans",3706.24
"Tragulus versicolor",3706.24
"Tragulus williamsoni",3706.24
"Tree shrew",173.923
"Tremarctos ornatus",140000.63
"Triaenops auritus",8.6
"Triaenops furculus",5.56
"Triaenops persicus",13.14
"Triaenops rufus",9.1
"Trichechus inunguis",324937.5
"Trichechus manatus",591295.75
"Trichechus senegalensis",454000
"Trichosurus arnhemensis",1300
"Trichosurus caninus",3200
"Trichosurus cunninghami",2293.08
"Trichosurus johnstonii",2293.08
"Trichosurus vulpecula",3016
"Trichys fasciculata",1607.5
"Trinil 2/Pith I",61800
"Trinomys albispinus",284.99
"Trinomys dimidiatus",167.6
"Trinomys eliasi",200
"Trinomys gratiosus",235.59
"Trinomys iheringi",220.39
"Trinomys mirapitanga",235.59
"Trinomys moojeni",235.59
"Trinomys myosuros",284.99
"Trinomys paratus",235.59
"Trinomys setosus",284.99
"Trinomys yonenagae",235.59
"Trinycteris nicefori",8.25
"Trogopterus xanthipes",744.94
"Tryphomys adustus",136.47
"Tscherskia triton",179.063
"Tupaia belangeri",104
"Tupaia chrysogaster",131.08
"Tupaia dorsalis",265
"Tupaia glis",164.444
"Tupaia gracilis",74.58
"Tupaia javanica",92.5
"Tupaia longipes",168.05
"Tupaia minor",95
"Tupaia moellendorffi",150.45
"Tupaia montana",199
"Tupaia nicobarica",170.25
"Tupaia palawanensis",168.05
"Tupaia picta",147.5
"Tupaia splendidula",160
"Tupaia tana",190.08
"Tursiops aduncus",158075
"Tursiops truncatus",154200.667
"Tylomys bullaris",280
"Tylomys fulviventer",170.53
"Tylomys mirae",183.6
"Tylomys nudicaudus",100
"Tylomys panamensis",200
"Tylomys tumbalensis",280
"Tylomys watsoni",240
"Tylonycteris pachypus",4.09
"Tylonycteris robustula",7.61
"Tympanoctomys barrerae",70.7
"Typhlomys cinereus",31.2
"Uncia uncia",38333.5
"Uranomys ruddi",37.015
"Urocyon cinereoargenteus",3791.36
"Urocyon littoralis",1896
"Uroderma bilobatum",16.173
"Uroderma magnirostrum",16.85
"Urogale everetti",275
"Uromys anak",664.5
"Uromys boeadii",521.53
"Uromys caudimaculatus",712.875
"Uromys emmae",521.53
"Uromys hadrourus",194
"Uromys imperator",1000
"Uromys neobritannicus",612.49
"Uromys porculus",521.53
"Uromys rex",420
"Uromys siebersi",521.53
"Uropsilus andersoni",25.53
"Uropsilus gracilis",25.53
"Uropsilus investigator",25.53
"Uropsilus soricipes",16
"Urotrichus talpoides",45
"Ursus americanus",86939.007
"Ursus arctos",165207.648
"Ursus maritimus",322151.134
"Ursus thibetanus",73680
"Vampyressa bidens",11.6
"Vampyressa brocki",10
"Vampyressa melissa",16.3
"Vampyressa nymphaea",11.15
"Vampyressa pusilla",8.66
"Vampyressa thyone",7.17
"Vampyrodes caraccioli",37.2
"Vampyrum spectrum",174.325
"Vandeleuria nilagirica",23.79
"Vandeleuria nolthenii",56.6
"Vandeleuria oleracea",10
"Varecia rubra",3300
"Varecia variegata",3177.333
"Varecia variegata rubra",3575
"Vernaya fulva",24.85
"Vespadelus baverstocki",4.8
"Vespadelus caurinus",3.1
"Vespadelus darlingtoni",6.06
"Vespadelus douglasorum",4.99
"Vespadelus finlaysoni",4.64
"Vespadelus pumilus",5.425
"Vespadelus regulus",5.05
"Vespadelus troughtoni",4.64
"Vespadelus vulturnus",3.885
"Vespertilio murinus",26
"Vespertilio sinensis",24.3
"Vicugna pacos",44400
"Vicugna vicugna",46857.305
"Viverra civettina",10646.905
"Viverra megaspila",8875
"Viverra tangalunga",5797.5
"Viverra zibetha",9000
"Viverricula indica",2784.215
"Voalavo gymnocaudus",50.88
"Volemys millicens",49.02
"Volemys musseri",42.5
