source_row,species,sex,catalogue_number,body_weight_g,brain_weight_fresh_mg,plane_of_sectioning,section_thickness_um,staining,distance_between_sections,collection_group
1268,Cercopithecus mitis,M,A 261,7000,75000,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Primates
1269,Cercopithecus spec.,,1359,,,sagittal,6.8,Gomori,incomplete,Primates
1270,Miopithecus talapoin,M,1171,1380,41100,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Primates
1271,Miopithecus talapoin,F,1201,741,39700,coronal,20,Cresylviolet Heidenhain-Woelke,8 16,Primates
1272,Miopithecus talapoin,F,1202,630,35500,sagittal,20,Cresylviolet Heidenhain-Woelke,6 12,Primates
1273,Erythrocebus patas,F,1340,5800,94200,coronal,20,Cresylviolet Heidenhain-Woelke,12 24,Primates
1274,Erythrocebus patas,F,1341,6700,97100,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Primates
1275,Colobus badius,F,A 213,7500,78700,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Primates
1276,Colobus badius,F,A 216,8250,75000,coronal,15,Cresylviolet Heidenhain-Woelke,10 20,Primates
1277,Colobus badius,F,A 228,7800,90000,sagittal,15,Cresylviolet Heidenhain-Woelke,10 20,Primates
1278,Pygathrix nemacus,F,1364,3200,69000,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Primates
1279,Nasalis larvatus,F,1365,,64250,coronal,20,Hematoxylin Heidenhain-Woelke,12 24,Primates
1280,Hylobates lar,M,1203,5930,101900,coronal,20,Cresylviolet Heidenhain-Woelke,8 16,Primates
1281,Pan troglodytes,M,A 269,18400,345500,horizontal,20,Cresylviolet Heidenhain-Woelke,10 20,Primates
1282,Pan troglodytes,F,A 278,43500,420000,sagittal,20,Cresylviolet Heidenhain-Woelke,4 4,Primates
1283,Pan troglodytes,M,A 280,49000,461000,coronal,20,Cresylviolet Heidenhain-Woelke,20 40,Primates
1284,Pan troglodytes,F,1961/4,,,sagittal,"12, 15",Klüver-Barera Gomori Azan Perdrau Goldner,incomplete incomplete incomplete incomplete incomplete,Primates
1285,Pan troglodytes,F,1964/9,,,sagittal,12,Cresylviolet Azan Gomori Bodian,incomplete incomplete incomplete incomplete,Primates
1286,Gorilla gorilla no protokoll,,1965/58,,,,12,Azan Gabe Heidenhain-Woelke,2 incomplete 2,Primates
1287,Gorilla gorilla,M,A 374,168000,542000,sagittal,20,Cresylviolet Gomori Palmgren Perdrau,20 incomplete incomplete incomplete,Primates
1288,Gorilla gorilla,M,A 375,22000,450000,coronal,20,Cresylviolet Heidenhain-Woelke,20 40,Primates
1289,Gorilla gorilla,U,1001,,429400,coronal,20,Cresylviolet Heidenhain-Woelke,20 40,Primates
1290,Homo sapiens,U,A 56,,,coronal,20,Cresylviolet Heidenhain-Woelke,irregular irregular,Primates
1291,Homo sapiens,U,A 58,,,coronal,20,Cresylviolet Heidenhain-Woelke,irregular irregular,Primates
1292,Homo sapiens,U,A 62,,,coronal,20,Cresylviolet Heidenhain-Woelke,irregular irregular,Primates
1293,Homo sapiens,U,A 64,,,coronal,20,Cresylviolet,irregular,Primates
1294,Homo sapiens,M,1044,,,coronal,20,Cresylviolet Heidenhain-Woelke,20 40,Primates
1295,Homo sapiens,F,1226,3300,122500,coronal,20,Cresylviolet Heidenhain-Woelke,20 40,Primates
1296,Homo Allocortex,U,---,,,coronal,20,Cresylviolet Heidenhain-Woelke,10 10,Primates
1297,Canis lupus f.d.,U,8,,,coronal,?,Cresylviolet,10,Miscellaneous species
1298,Canis lupus f.d.,U,9,,,coronal,?,Cresylviolet,10,Miscellaneous species
1299,Felis silvestris f.d.,F,971,2520,28850,coronal,15,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1300,Felis silvestris f.d.,M,974,2400,29370,sagittal,15,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1301,Felis silvestris f.d.,M,975,3200,29050,sagittal,15,Cresylviolet,10,Miscellaneous species
1302,Felis silvestris f.d.,F,976,3220,31250,coronal,15,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1303,Felis silvestris f.d.,M,977,3350,27100,horizontal,15,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1304,Felis silvestris f.d.,M,980,3020,31800,sagittal,15,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1305,Loxodonta africana,U,II,adult,,coronal/sag.,20,Cresylviolet Heidenhain-Woelke,50 50,Miscellaneous species
1306,Dendrohyrax arboreus,M,A 186,2250,18450,sagittal,15,Cresylviolet Heidenhain-Woelke,6 12,Miscellaneous species
1307,Dendrohyrax arboreus,M,A 189,2250,18780,coronal,15,Cresylviolet Heidenhain-Woelke,12 24,Miscellaneous species
1308,Dendrohyrax arboreus,M,A 193,1550,19050,sagittal,15,Cresylviolet Heidenhain-Woelke,6 12,Miscellaneous species
1309,Dendrohyrax arboreus,M,A 199,,17400,coronal,15,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1310,Manis tricuspis,F,A 92,1460,11600,sagittal,10,Cresylviolet Heidenhain-Woelke Gomori Azan Rogers Palmgren,10 20 incomplete incomplete incomplete incomplete,Miscellaneous species
1311,Manis tricuspis,F,A 103,1500,11400,coronal,10,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1312,Manis tricuspis,M,A 230,2000,12500,coronal,10,Cresylviolet Heidenhain-Woelke Klüver-Barera,10 20 incomplete,Miscellaneous species
1313,Manis tricuspis,M,A 231,1000,10000,horizontal,10,Cresylviolet Heidenhain-Woelke,8 15,Miscellaneous species
1314,Sciurus carolinensis,,1963/51,,,coronal,10,Klüver-Barrera,20,Miscellaneous species
1315,Sciurus carolinensis,,1963/51 I,,,horizontal,10,Klüver-Barrera,20,Miscellaneous species
1316,Sciurus carolinensis,F,1963/57,,,sagittal,10,Cresylviolet Heidenhain-Woelke Bielschowsky,20 20 incomplete,Miscellaneous species
1317,Sciurus vulgaris,M,101,,5600,coronal,20,Cresylviolet,5,Miscellaneous species
1318,Sciurus vulgaris,M,102,,5700,coronal,20,Cresylviolet,5,Miscellaneous species
1319,Mesocricetus auratus,M,99,,1030,coronal,20,Cresylviolet,5,Miscellaneous species
1320,Clethrionomys glareolus,F,296,16,540,coronal,20,Cresylviolet,2,Miscellaneous species
1321,Apodemus flavicollis,F,300,,770,coronal,20,Cresylviolet,2,Miscellaneous species
1322,Rattus norvegicus f.d.,M,1792,203.3,1650,coronal,20,Hematoxylin Heidenhain-Woelke,10 20,Miscellaneous species
1323,Rattus norvegicus f.d.,M,1793,224.1,1660,coronal,20,Hematoxylin Heidenhain-Woelke,6 12,Miscellaneous species
1324,Rattus norvegicus f.d.,M,1794,219.5,1770,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1325,Rattus norvegicus f.d.,M,1796,216,1690,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1326,Rattus norvegicus f.d.,M,1800,259.3,1820,coronal,20,Hematoxylin Heidenhain-Woelke,6 12,Miscellaneous species
1327,Rattus norvegicus f.d.,M,1801,225.4,1660,coronal,20,Hematoxylin Heidenhain-Woelke,6 12,Miscellaneous species
1328,Rattus norvegicus f.d.,M,1802,259.3,1830,coronal,20,Hematoxylin Heidenhain-Woelke,6 12,Miscellaneous species
1329,Rattus norvegicus f.d.,F,1805,200.3,1810,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1330,Rattus norvegicus f.d.,F,1806,198.6,1698,coronal,20,Cresylviolet Heidenhain-Woelke,5 10,Miscellaneous species
1331,Rattus norvegicus f.d.,F,1807,190.1,1680,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1332,Rattus norvegicus f.d.,F,1809,202.4,1670,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1333,Rattus norvegicus f.d.,F,1811,168.9,1510,coronal,20,Gallocyanin Heidenhain-Woelke,10 20,Miscellaneous species
1334,Rattus norvegicus f.d.,F,1812,173.8,1780,coronal,20,Hematoxylin Heidenhain-Woelke,10 20,Miscellaneous species
1335,Rattus norvegicus f.d.,F,1813,168.6,1640,coronal,20,Gallocyanin Heidenhain-Woelke,10 20,Miscellaneous species
1336,Rattus norvegicus f.d.,F,1814,193.9,1700,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1337,Rattus norvegicus f.d.,F,1815,145.5,1520,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1338,Rattus norvegicus f.d.,M,1832,298,2040,coronal,20,Hematoxylin Heidenhain-Woelke,10 20,Miscellaneous species
1339,Rattus norvegicus f.d.,F,1833,183.9,1760,coronal,20,Hematoxylin Heidenhain-Woelke,10 20,Miscellaneous species
1340,Rattus norvegicus f.d.,F,1834,191.1,1810,coronal,20,Hematoxylin Heidenhain-Woelke,10 20,Miscellaneous species
1341,Rattus norvegicus var.alba,F,2564,247,1889,coronal,20,Cresylviolet,10,Miscellaneous species
1342,Uromys caudimaculatus,M,N 154,800,5888,coronal,30,Thionin,4,Miscellaneous species
1343,Colomys goslingi,M,3954,57.7,1351,coronal,20,Cresylviolet,4,Miscellaneous species
1344,Hydromys chrysogaster,M,N 73,748,4034,coronal,30,Thionin,4,Miscellaneous species
1345,Muscardinus avellanarius,U,98,,450,coronal,20,Cresylviolet,5,Miscellaneous species
1346,Cavia cobaya f.d.,U,388,,3780,coronal,20,Cresylviolet Heidenhain-Woelke,5 incomplete,Miscellaneous species
1347,Cavia cobaya f.d.,F,403,,,coronal,20,Heidenhain-Woelke,incomplete,Miscellaneous species
1348,Oryctolagus cuniculus f.d.,U,319,,7800,coronal,20,Cresylviolet Gomori,5 20,Miscellaneous species
1349,Oryctolagus cuniculus f.d.,F,960,1830,9320,sagittal,20,Cresylviolet,5,Miscellaneous species
1350,Oryctolagus cuniculus f.d.,M,961,2360,11160,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1351,Oryctolagus cuniculus f.d.,U,1439,,,sagittal,20,Azan Perdrau Palmgren Tuscheinjektion,incomplete incomplete incomplete incomplete,Miscellaneous species
1352,Elephantulus fuscipes,M,300,54.5,1330,horizontal,10,Cresylviolet Heidenhain-Woelke,4 8,Miscellaneous species
1353,Elephantulus fuscipes,M,301,52.5,1330,coronal,10,Cresylviolet Heidenhain-Woelke,6 12,Miscellaneous species
1354,Elephantulus fuscipes,M,302,52.5,1260,coronal,10,Cresylviolet,5,Miscellaneous species
1355,Elephantulus fuscipes,F,304,60.5,1400,sagittal,10,Cresylviolet Heidenhain-Woelke Bodian Azan Gomori Perdrau,10 incomplete incomplete incomplete incomplete incomplete,Miscellaneous species
1356,Elephantulus fuscipes,F,307,35.5,1100,coronal,10,Cresylviolet Heidenhain-Woelke Gomori Palmgren Azan,5 10 incomplete incomplete incomplete,Miscellaneous species
1357,Elephantulus fuscipes,M,309,52,1210,sagittal,10,Cresylviolet Heidenhain-Woelke Gomori Palmgren Azan Bodian,10 incomplete incomplete incomplete incomplete incomplete,Miscellaneous species
1358,Rhynchocyon cirnei,F,257,525,5700,coronal,10,Cresylviolet Heidenhain-Woelke,10 20,Miscellaneous species
1359,Rhynchocyon cirnei,F,259,500,6200,coronal,10,Cresylviolet Heidenhain-Woelke Gomori Palmgren,10 20 incomplete incomplete,Miscellaneous species
1360,Rhynchocyon cirnei,M,260,493,6500,horizontal,10,Cresylviolet Heidenhain-Woelke,5 10,Miscellaneous species
1361,Rhynchocyon cirnei,F,263,497,6400,sagittal,10,Cresylviolet Heidenhain-Woelke Gomori Perdrau Azan Bodian Palmgren,10 incomplete incomplete incomplete incomplete incomplete incomplete,Miscellaneous species
1362,Rhynchocyon cirnei,F,277,485,5500,coronal,10,Cresylviolet,20,Miscellaneous species
1363,Rhynchocyon cirnei,F,282,504,6000,sagittal,10,Cresylviolet Heidenhain-Woelke Gomori Bodian Azan Perdrau Palmgren,10 incomplete incomplete incomplete incomplete incomplete incomplete,Miscellaneous species
