"Species","n_sources","n_teams","pooled_g","spread_max_over_min","flag","per_source"
"Rhynchonycteris naso",3,1,0.11,NA,"","Burger2019(Burger,secondary)=0.11 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Rousettus aegyptiacus",3,1,2.2607,NA,"","Burger2019(Burger,secondary)=2.26 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Rousettus amplexicaudatus",3,1,1.6273,NA,"","Burger2019(Burger,secondary)=1.63 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Rupicapra rupicapra",3,1,117.8,NA,"","Burger2019(Burger,secondary)=117.8 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"S. sciureus",3,1,23.1,NA,"","NANA(NA,NA)=NA | NANA(NA,NA)=NA | Weaver2001(Weaver,primary)=23.1"
"Saccolaimus saccolaimus",3,1,0.6705,NA,"","Burger2019(Burger,secondary)=0.67 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Saccopteryx bilineata",3,1,0.2252,NA,"","Burger2019(Burger,secondary)=0.23 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Saccopteryx canescens",3,1,0.13,NA,"","Burger2019(Burger,secondary)=0.13 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Saccopteryx leptura",3,1,0.1605,NA,"","Burger2019(Burger,secondary)=0.16 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Saccostomus campestris",3,1,0.82,NA,"","Burger2019(Burger,secondary)=0.82 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Saguinus fuscicollis",3,1,7.9,NA,"","Burger2019(Burger,secondary)=7.9 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Saguinus labiatus",3,1,10.0117,NA,"","Burger2019(Burger,secondary)=10.01 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Saguinus leucopus",3,1,9.702,NA,"","Burger2019(Burger,secondary)=9.7 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Saguinus mystax",3,1,11.1,NA,"","Burger2019(Burger,secondary)=11.1 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Saguinus niger",3,1,9.4811,NA,"","Burger2019(Burger,secondary)=9.48 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Saguinus nigricollis",3,1,8.9,NA,"","Burger2019(Burger,secondary)=8.9 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Saguinus pileatus",3,1,9.5552,NA,"","Burger2019(Burger,secondary)=9.56 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Saimiri oerstedii",3,1,22.45,NA,"","Burger2019(Burger,secondary)=22.45 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Salanoia concolor",3,1,11.02,NA,"","Burger2019(Burger,secondary)=11.02 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Scapanus townsendii",3,1,2.02,NA,"","Burger2019(Burger,secondary)=2.02 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sciurus aberti",3,1,7.44,NA,"","Burger2019(Burger,secondary)=7.44 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sciurus aureogaster",3,1,7.81,NA,"","Burger2019(Burger,secondary)=7.81 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sciurus granatensis",3,1,5.91,NA,"","Burger2019(Burger,secondary)=5.91 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sciurus niger",3,1,7.91,NA,"","Burger2019(Burger,secondary)=7.91 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sciurus vulgaris",3,1,5.93,NA,"","Burger2019(Burger,secondary)=5.93 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Scotomanes ornatus",3,1,0.384,NA,"","Burger2019(Burger,secondary)=0.38 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Scotonycteris zenkeri",3,1,0.71,NA,"","Burger2019(Burger,secondary)=0.71 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Scotophilus dinganii",3,1,0.4385,NA,"","Burger2019(Burger,secondary)=0.44 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Scotophilus heathii",3,1,0.476,NA,"","Burger2019(Burger,secondary)=0.48 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Scotophilus kuhlii",3,1,0.3423,NA,"","Burger2019(Burger,secondary)=0.34 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Scotophilus nigrita",3,1,1.046,NA,"","Burger2019(Burger,secondary)=1.05 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Scotorepens sanborni",3,1,0.158,NA,"","Burger2019(Burger,secondary)=0.16 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Scotozous dormeri",3,1,0.143,NA,"","Burger2019(Burger,secondary)=0.14 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Semnopithecus ajax",3,1,132.0574,NA,"","Burger2019(Burger,secondary)=132.06 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Semnopithecus dussumieri",3,1,90.0925,NA,"","Burger2019(Burger,secondary)=90.09 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Semnopithecus entellus",3,1,111.5,NA,"","Burger2019(Burger,secondary)=111.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Semnopithecus hypoleucos",3,1,88.3,NA,"","Burger2019(Burger,secondary)=88.3 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Semnopithecus priam",3,1,83.0685,NA,"","Burger2019(Burger,secondary)=83.07 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Semnopithecus schistaceus",3,1,129.2495,NA,"","Burger2019(Burger,secondary)=129.25 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Setonix brachyurus",3,1,13.9,NA,"","Burger2019(Burger,secondary)=13.9 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sigmodon hispidus",3,1,1.14,NA,"","Burger2019(Burger,secondary)=1.14 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Simias concolor",3,1,56.2,NA,"","Burger2019(Burger,secondary)=56.2 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sminthopsis bindi",3,1,0.35,NA,"","Burger2019(Burger,secondary)=0.35 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sminthopsis crassicaudata",3,1,0.36,NA,"","Burger2019(Burger,secondary)=0.36 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sminthopsis douglasi",3,1,0.35,NA,"","Burger2019(Burger,secondary)=0.35 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sminthopsis griseoventer",3,1,0.49,NA,"","Burger2019(Burger,secondary)=0.49 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sminthopsis hirtipes",3,1,0.41,NA,"","Burger2019(Burger,secondary)=0.41 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sminthopsis leucopus",3,1,0.41,NA,"","Burger2019(Burger,secondary)=0.41 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sminthopsis macroura",3,1,0.4,NA,"","Burger2019(Burger,secondary)=0.4 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sminthopsis murina",3,1,0.44,NA,"","Burger2019(Burger,secondary)=0.44 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sminthopsis virginiae",3,1,0.34,NA,"","Burger2019(Burger,secondary)=0.34 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sorex arcticus",3,1,0.27,NA,"","Burger2019(Burger,secondary)=0.27 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sorex hoyi",3,1,0.09,NA,"","Burger2019(Burger,secondary)=0.09 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sorex monticolus",3,1,0.23,NA,"","Burger2019(Burger,secondary)=0.23 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sorex ornatus",3,1,0.12,NA,"","Burger2019(Burger,secondary)=0.12 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sorex sp.",3,1,0.25,NA,"","NANA(NA,NA)=NA | NANA(NA,NA)=NA | Brodmann1913(Brodmann,primary)=0.25"
"Sorex trowbridgii",3,1,0.21,NA,"","Burger2019(Burger,secondary)=0.21 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sorex vagrans",3,1,0.17,NA,"","Burger2019(Burger,secondary)=0.17 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Soricidae sp.",3,1,0.218,NA,"","Changizi2005(Changizi,primary)=0.22 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sotalia fluviatilis",3,1,688,NA,"","Burger2019(Burger,secondary)=688 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spalacopus cyanus",3,1,1.58,NA,"","Burger2019(Burger,secondary)=1.58 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spalax ehrenbergi",3,1,1.88,NA,"","Burger2019(Burger,secondary)=1.88 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spalax leucodon",3,1,3,NA,"","Burger2019(Burger,secondary)=3 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Speothos venaticus",3,1,40.5,NA,"","Burger2019(Burger,secondary)=40.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilopsis leptodactylus",3,1,6.18,NA,"","Burger2019(Burger,secondary)=6.18 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus adocetus",3,1,3.01,NA,"","Burger2019(Burger,secondary)=3.01 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus alashanicus",3,1,2.89,NA,"","Burger2019(Burger,secondary)=2.89 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus armatus",3,1,3.09,NA,"","Burger2019(Burger,secondary)=3.09 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus atricapillus",3,1,5.24,NA,"","Burger2019(Burger,secondary)=5.24 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus beecheyi",3,1,5.42,NA,"","Burger2019(Burger,secondary)=5.42 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus beldingi",3,1,2.96,NA,"","Burger2019(Burger,secondary)=2.96 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus brunneus",3,1,2.11,NA,"","Burger2019(Burger,secondary)=2.11 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus canus",3,1,1.6,NA,"","Burger2019(Burger,secondary)=1.6 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus citellus",3,1,2.89,NA,"","Burger2019(Burger,secondary)=2.89 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus columbianus",3,1,3.95,NA,"","Burger2019(Burger,secondary)=3.95 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus dauricus",3,1,2.75,NA,"","Burger2019(Burger,secondary)=2.75 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus elegans",3,1,2.76,NA,"","Burger2019(Burger,secondary)=2.76 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus erythrogenys",3,1,3.44,NA,"","Burger2019(Burger,secondary)=3.44 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus franklinii",3,1,3.96,NA,"","Burger2019(Burger,secondary)=3.96 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus fulvus",3,1,4.55,NA,"","Burger2019(Burger,secondary)=4.55 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus lateralis",3,1,3.06,NA,"","Burger2019(Burger,secondary)=3.06 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus madrensis",3,1,2.715,NA,"","Burger2019(Burger,secondary)=2.71 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus major",3,1,4.12,NA,"","Burger2019(Burger,secondary)=4.12 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus mexicanus",3,1,3.5,NA,"","Burger2019(Burger,secondary)=3.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus mohavensis",3,1,2.03,NA,"","Burger2019(Burger,secondary)=2.03 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus mollis",3,1,1.67,NA,"","Burger2019(Burger,secondary)=1.67 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus musicus",3,1,2.62,NA,"","Burger2019(Burger,secondary)=2.62 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus parryii",3,1,5.78,NA,"","Burger2019(Burger,secondary)=5.78 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus perotensis",3,1,2.79,NA,"","Burger2019(Burger,secondary)=2.79 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus pygmaeus",3,1,2.44,NA,"","Burger2019(Burger,secondary)=2.44 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus relictus",3,1,3.49,NA,"","Burger2019(Burger,secondary)=3.49 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus richardsonii",3,1,3.18,NA,"","Burger2019(Burger,secondary)=3.18 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus saturatus",3,1,3.38,NA,"","Burger2019(Burger,secondary)=3.38 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus spilosoma",3,1,2.37,NA,"","Burger2019(Burger,secondary)=2.37 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus suslicus",3,1,2.55,NA,"","Burger2019(Burger,secondary)=2.55 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus tereticaudus",3,1,1.68,NA,"","Burger2019(Burger,secondary)=1.68 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus townsendii",3,1,1.89,NA,"","Burger2019(Burger,secondary)=1.89 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus undulatus",3,1,3.73,NA,"","Burger2019(Burger,secondary)=3.73 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus variegatus",3,1,7.01,NA,"","Burger2019(Burger,secondary)=7.01 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus washingtoni",3,1,1.8,NA,"","Burger2019(Burger,secondary)=1.8 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spermophilus xanthoprymnus",3,1,3.04,NA,"","Burger2019(Burger,secondary)=3.04 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sphaerias blanfordi",3,1,0.832,NA,"","Burger2019(Burger,secondary)=0.83 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sphaeronycteris toxophyllum",3,1,0.537,NA,"","Burger2019(Burger,secondary)=0.54 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sphiggurus vestitus",3,1,11.71,NA,"","Burger2019(Burger,secondary)=11.71 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spilocuscus kraemeri",3,1,11.5,NA,"","Burger2019(Burger,secondary)=11.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spilocuscus maculatus",3,1,13.4,NA,"","Burger2019(Burger,secondary)=13.4 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spilocuscus rufoniger",3,1,16.8,NA,"","Burger2019(Burger,secondary)=16.8 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spilogale gracilis",3,1,6.81,NA,"","Burger2019(Burger,secondary)=6.81 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Spilogale putorius",3,1,5,NA,"","Burger2019(Burger,secondary)=5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Stenella attenuata",3,1,779.83,NA,"","Burger2019(Burger,secondary)=779.83 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Stenella coeruleoalba",3,1,883.75,NA,"","Burger2019(Burger,secondary)=883.75 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Stenella longirostris",3,1,450,NA,"","Burger2019(Burger,secondary)=450 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Steno bredanensis",3,1,1541.9,NA,"","Burger2019(Burger,secondary)=1541.9 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Strigocuscus pelengensis",3,1,6.22,NA,"","Burger2019(Burger,secondary)=6.22 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"STS 19",3,1,450.59,NA,"","NANA(NA,NA)=NA | NANA(NA,NA)=NA | Weaver2001(Weaver,primary)=450.59"
"Sturnira lilium",3,1,0.5843,NA,"","Burger2019(Burger,secondary)=0.58 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sturnira ludovici",3,1,0.676,NA,"","Burger2019(Burger,secondary)=0.68 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sturnira tildae",3,1,0.7255,NA,"","Burger2019(Burger,secondary)=0.73 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sturnus vulgaris",3,1,1.8553,NA,"","Olkowicz2016(Olkowicz,primary)=1.86 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Suncus etruscus",3,1,0.07,NA,"","Burger2019(Burger,secondary)=0.07 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sundamys muelleri",3,1,3.5,NA,"","Burger2019(Burger,secondary)=3.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Surdisorex polulus",3,1,0.4,NA,"","Burger2019(Burger,secondary)=0.4 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Suricata suricatta",3,1,10.3,NA,"","Burger2019(Burger,secondary)=10.3 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Swanscombe",3,1,1184.63,NA,"","NANA(NA,NA)=NA | NANA(NA,NA)=NA | Weaver2001(Weaver,primary)=1184.63"
"Syconycteris australis",3,1,0.592,NA,"","Burger2019(Burger,secondary)=0.59 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sylvia atricapilla",3,1,0.7743,NA,"","Olkowicz2016(Olkowicz,primary)=0.77 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sylvicapra grimmia",3,1,77.2,NA,"","Burger2019(Burger,secondary)=77.2 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sylvilagus audubonii",3,1,6.07,NA,"","Burger2019(Burger,secondary)=6.07 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sylvilagus bachmani",3,1,6.58,NA,"","Burger2019(Burger,secondary)=6.58 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sylvilagus brasiliensis",3,1,4.5,NA,"","Burger2019(Burger,secondary)=4.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Sylvilagus floridanus",3,1,7.56,NA,"","Burger2019(Burger,secondary)=7.56 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Synaptomys cooperi",3,1,0.59,NA,"","Burger2019(Burger,secondary)=0.59 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Syncerus caffer",3,1,647.5,NA,"","Burger2019(Burger,secondary)=647.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tachyoryctes splendens",3,1,1.88,NA,"","Burger2019(Burger,secondary)=1.88 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tadarida aegyptiaca",3,1,0.393,NA,"","Burger2019(Burger,secondary)=0.39 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Taenipygia guttata",3,1,0.4935,NA,"","Olkowicz2016(Olkowicz,primary)=0.49 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tamandua tetradactyla",3,1,27.5,NA,"","Burger2019(Burger,secondary)=27.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tamias amoenus",3,1,1.39,NA,"","Burger2019(Burger,secondary)=1.39 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tamias cinereicollis",3,1,1.8,NA,"","Burger2019(Burger,secondary)=1.8 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tamias dorsalis",3,1,1.98,NA,"","Burger2019(Burger,secondary)=1.98 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tamias minimus",3,1,1.6,NA,"","Burger2019(Burger,secondary)=1.6 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tamias palmeri",3,1,1.99,NA,"","Burger2019(Burger,secondary)=1.99 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tamias panamintinus",3,1,1.83,NA,"","Burger2019(Burger,secondary)=1.83 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tamias quadrimaculatus",3,1,2.16,NA,"","Burger2019(Burger,secondary)=2.16 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tamias quadrivittatus",3,1,1.7,NA,"","Burger2019(Burger,secondary)=1.7 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tamias speciosus",3,1,1.86,NA,"","Burger2019(Burger,secondary)=1.86 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tamias striatus",3,1,2.17,NA,"","Burger2019(Burger,secondary)=2.17 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tamias townsendii",3,1,2.44,NA,"","Burger2019(Burger,secondary)=2.44 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tamiasciurus hudsonicus",3,1,3.83,NA,"","Burger2019(Burger,secondary)=3.83 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tamiops mcclellandii",3,1,1.95,NA,"","Burger2019(Burger,secondary)=1.95 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Taphozous australis",3,1,0.5035,NA,"","Burger2019(Burger,secondary)=0.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Taphozous hildegardeae",3,1,0.5425,NA,"","Burger2019(Burger,secondary)=0.54 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Taphozous longimanus",3,1,0.47,NA,"","Burger2019(Burger,secondary)=0.47 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Taphozous mauritianus",3,1,0.5505,NA,"","Burger2019(Burger,secondary)=0.55 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Taphozous melanopogon",3,1,0.536,NA,"","Burger2019(Burger,secondary)=0.54 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Taphozous theobaldi",3,1,0.681,NA,"","Burger2019(Burger,secondary)=0.68 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tapirus bairdii",3,1,85,NA,"","Burger2019(Burger,secondary)=85 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tapirus indicus",3,1,265,NA,"","Burger2019(Burger,secondary)=265 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tapirus terrestris",3,1,180.5,NA,"","Burger2019(Burger,secondary)=180.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tarsipes rostratus",3,1,0.36,NA,"","Burger2019(Burger,secondary)=0.36 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tarsius dentatus",3,1,2.9954,NA,"","Burger2019(Burger,secondary)=3 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tarsius tarsier",3,1,3.4,NA,"","Burger2019(Burger,secondary)=3.4 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tatera indica",3,1,1.84,NA,"","Burger2019(Burger,secondary)=1.84 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Taurotragus derbianus",3,1,534,NA,"","Burger2019(Burger,secondary)=534 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Taurotragus oryx",3,1,440,NA,"","Burger2019(Burger,secondary)=440 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Taxidea taxus",3,1,48.9,NA,"","Burger2019(Burger,secondary)=48.9 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tayassu pecari",3,1,145.8,NA,"","Burger2019(Burger,secondary)=145.8 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Theropithecus gelada",3,1,130,NA,"","Burger2019(Burger,secondary)=130 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Thomomys bottae",3,1,1.47,NA,"","Burger2019(Burger,secondary)=1.47 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Thomomys bulbivorus",3,1,2.2,NA,"","Burger2019(Burger,secondary)=2.2 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Thomomys talpoides",3,1,1.24,NA,"","Burger2019(Burger,secondary)=1.24 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Thryonomys swinderianus",3,1,13.28,NA,"","Burger2019(Burger,secondary)=13.28 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Thylacinus cynocephalus",3,1,51.19,NA,"","Burger2019(Burger,secondary)=51.19 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Thylamys elegans",3,1,0.71,NA,"","Burger2019(Burger,secondary)=0.71 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Thylamys pallidior",3,1,0.72,NA,"","Burger2019(Burger,secondary)=0.72 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Thylogale billardierii",3,1,22.1,NA,"","Burger2019(Burger,secondary)=22.1 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Thylogale browni",3,1,18.3,NA,"","Burger2019(Burger,secondary)=18.3 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Thylogale brunii",3,1,17.5,NA,"","Burger2019(Burger,secondary)=17.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Thylogale stigmatica",3,1,17.8,NA,"","Burger2019(Burger,secondary)=17.8 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Thylogale thetis",3,1,19.2,NA,"","Burger2019(Burger,secondary)=19.2 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Thyroptera tricolor",3,1,0.23,NA,"","Burger2019(Burger,secondary)=0.23 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tolypeutes matacus",3,1,8.86,NA,"","Burger2019(Burger,secondary)=8.86 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Tonatia bidens",3,1,0.788,NA,"","Burger2019(Burger,secondary)=0.79 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Trachops cirrhosus",3,1,0.9115,NA,"","Burger2019(Burger,secondary)=0.91 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Trachypithecus auratus",3,1,63.6,NA,"","Burger2019(Burger,secondary)=63.6 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Trachypithecus cristatus",3,1,55,NA,"","Burger2019(Burger,secondary)=55 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Trachypithecus geei",3,1,81.3,NA,"","Burger2019(Burger,secondary)=81.3 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Trachypithecus germaini",3,1,76,NA,"","Burger2019(Burger,secondary)=76 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Trachypithecus johnii",3,1,84.6,NA,"","Burger2019(Burger,secondary)=84.6 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
